scheme,run,round,crypto_cost_round,train_cost_round,crypto_fraction
RSA-2048,4,17,0.29043519499828035,98.04023583600065,0.002953658222333499
RSA-2048,4,18,0.2564817219899845,96.54262957000901,0.0026496288919047564
RSA-2048,4,19,0.44968986598541894,100.1967741030021,0.004468014555622969
RSA-2048,4,20,0.29410685400944153,98.95700694500556,0.002963259985223061
RSA-2048,4,21,0.2910046759934626,100.84926149398962,0.002877238581757148
RSA-2048,4,22,0.2696780960031897,98.12572319399624,0.0027407591459317404
RSA-2048,4,23,0.45529560997965696,98.24381533599808,0.004612965665200974
RSA-2048,4,24,0.2510232190179517,101.19127722300617,0.0024745418619663054
RSA-2048,4,25,0.19937530999595707,98.44970030099648,0.0020210560389046436
RSA-2048,4,26,0.3566435460015777,100.40685983998992,0.003539411930085388
RSA-2048,4,27,0.39753549501619967,98.97425511200709,0.004000486381374546
RSA-2048,4,28,0.2913338459984513,99.0207214579932,0.0029335194514571858
RSA-2048,4,29,0.369507707000593,99.814870522001,0.0036882766907628227
RSA-2048,4,30,0.316927703999681,98.5284040789993,0.0032062991573082195
RSA-2048,5,1,0.3510483610079967,98.02547367100487,0.0035684160585974104
RSA-2048,5,2,0.3470010629971506,97.53508639198844,0.003545092590681935
RSA-2048,5,3,0.20784038798592455,99.17180128900509,0.002091377916831884
RSA-2048,5,4,0.32266824599355404,97.59264385500865,0.0032953808660765266
RSA-2048,5,5,0.2962180880058436,99.59661928499554,0.0029653586362729965
RSA-2048,5,6,0.44481025300046867,97.43856864200643,0.004544287886481601
RSA-2048,5,7,0.3674997660127697,96.91491886199947,0.003777658606721246
RSA-2048,5,8,0.5559616360042122,98.76896985899657,0.005597402662514747
RSA-2048,5,9,0.19706169301207374,98.09446428600495,0.002004869606502415
RSA-2048,5,10,0.1977382510085585,100.95646684800886,0.0019548198793613897
RSA-2048,5,11,0.38517028900969263,98.48565712400887,0.003895691975962733
RSA-2048,5,12,0.25994323999475394,99.5021885499882,0.002605630366259421
RSA-2048,5,13,0.2897502580017313,98.4838778679914,0.0029334779282596895
RSA-2048,5,14,0.1572202489987826,98.57952669500082,0.0015923174893330545
RSA-2048,5,15,0.46676687300350717,99.68462141300552,0.004660613107733761
RSA-2048,5,16,0.3312737070009458,96.77806951299863,0.003411347415360959
