run,round,reference_scheme,scheme,max_abs_diff
3,27,no_signature,ML-DSA-65,0.011318232812070783
3,27,no_signature,ML-DSA-87,0.024900438997838004
3,27,no_signature,RSA-2048,0.013514028148005564
3,27,no_signature,SPHINCS+-SHA2-128s-simple,0.02580976481966002
3,28,no_signature,ECDSA-256,0.016082242866174656
3,28,no_signature,Falcon-padded-512,0.004561659592849487
3,28,no_signature,ML-DSA-44,0.015671066114509413
3,28,no_signature,ML-DSA-65,0.010049386662594695
3,28,no_signature,ML-DSA-87,0.02070084179769427
3,28,no_signature,RSA-2048,0.019281701425078512
3,28,no_signature,SPHINCS+-SHA2-128s-simple,0.00980348681685883
3,29,no_signature,ECDSA-256,0.011905999476694129
3,29,no_signature,Falcon-padded-512,0.0095812478608574
3,29,no_signature,ML-DSA-44,0.015691798677245516
3,29,no_signature,ML-DSA-65,0.013257559460287283
3,29,no_signature,ML-DSA-87,0.011421768533321774
3,29,no_signature,RSA-2048,0.010268222372502911
3,29,no_signature,SPHINCS+-SHA2-128s-simple,0.013237170267332399
3,30,no_signature,ECDSA-256,0.014782274077935087
3,30,no_signature,Falcon-padded-512,0.011002955838112505
3,30,no_signature,ML-DSA-44,0.006391851192030895
3,30,no_signature,ML-DSA-65,0.0042105619750988366
3,30,no_signature,ML-DSA-87,0.01675436533422181
3,30,no_signature,RSA-2048,0.011457905953247194
3,30,no_signature,SPHINCS+-SHA2-128s-simple,0.007324984055027295
4,1,no_signature,ECDSA-256,0.0
4,1,no_signature,Falcon-padded-512,0.0
4,1,no_signature,ML-DSA-44,0.0
4,1,no_signature,ML-DSA-65,0.0
4,1,no_signature,ML-DSA-87,0.0
4,1,no_signature,RSA-2048,0.0
4,1,no_signature,SPHINCS+-SHA2-128s-simple,0.0
4,2,no_signature,ECDSA-256,0.0077127267758305695
4,2,no_signature,Falcon-padded-512,0.008172753139045197
4,2,no_signature,ML-DSA-44,0.004099621940344411
4,2,no_signature,ML-DSA-65,0.009273529052734375
4,2,no_signature,ML-DSA-87,0.004099621940344411
4,2,no_signature,RSA-2048,0.009273529052734375
4,2,no_signature,SPHINCS+-SHA2-128s-simple,0.008172753139045197
4,3,no_signature,ECDSA-256,0.024918703035043732
4,3,no_signature,Falcon-padded-512,0.013749086818755973
4,3,no_signature,ML-DSA-44,0.018823888164739566
4,3,no_signature,ML-DSA-65,0.015690177393416604
4,3,no_signature,ML-DSA-87,0.03134807192098621
4,3,no_signature,RSA-2048,0.016328829926804733
4,3,no_signature,SPHINCS+-SHA2-128s-simple,0.013577046104894297
4,4,no_signature,ECDSA-256,0.007394576796327712
4,4,no_signature,Falcon-padded-512,0.010775989236923245
4,4,no_signature,ML-DSA-44,0.007364272309568376
4,4,no_signature,ML-DSA-65,0.013407105264572339
4,4,no_signature,ML-DSA-87,0.010077259601495525
4,4,no_signature,RSA-2048,0.014581282870076429
4,4,no_signature,SPHINCS+-SHA2-128s-simple,0.007466864471618484
4,5,no_signature,ECDSA-256,0.011010367268571075
4,5,no_signature,Falcon-padded-512,0.011367658456674201
4,5,no_signature,ML-DSA-44,0.006059454652828533
4,5,no_signature,ML-DSA-65,0.01585825773092875
4,5,no_signature,ML-DSA-87,0.022361890576518162
4,5,no_signature,RSA-2048,0.0156233702985622
4,5,no_signature,SPHINCS+-SHA2-128s-simple,0.009176232563420816
4,6,no_signature,ECDSA-256,0.026730878570209615
4,6,no_signature,Falcon-padded-512,0.02091482205512829
4,6,no_signature,ML-DSA-44,0.021293760964665065
4,6,no_signature,ML-DSA-65,0.005698649837567293
4,6,no_signature,ML-DSA-87,0.01727670316878993
4,6,no_signature,RSA-2048,0.02170213380941588
4,6,no_signature,SPHINCS+-SHA2-128s-simple,0.01738222357564112
4,7,no_signature,ECDSA-256,0.011995990341082896
4,7,no_signature,Falcon-padded-512,0.022298153977805546
4,7,no_signature,ML-DSA-44,0.009641313324340262
4,7,no_signature,ML-DSA-65,0.005458116340941732
4,7,no_signature,ML-DSA-87,0.013980173931334994
4,7,no_signature,RSA-2048,0.025336748114028307
4,7,no_signature,SPHINCS+-SHA2-128s-simple,0.00663353269473399
4,8,no_signature,ECDSA-256,0.024716315558924173
4,8,no_signature,Falcon-padded-512,0.014994407709414292
4,8,no_signature,ML-DSA-44,0.015428434259975421
4,8,no_signature,ML-DSA-65,0.014205251067591185
4,8,no_signature,ML-DSA-87,0.018287255074650455
4,8,no_signature,RSA-2048,0.009274195177486622
4,8,no_signature,SPHINCS+-SHA2-128s-simple,0.012659199321612746
4,9,no_signature,ECDSA-256,0.011533890288477844
4,9,no_signature,Falcon-padded-512,0.007709450805530094
4,9,no_signature,ML-DSA-44,0.016963883996390594
4,9,no_signature,ML-DSA-65,0.009871084421587462
4,9,no_signature,ML-DSA-87,0.011371388317296782
4,9,no_signature,RSA-2048,0.009394904295095707
4,9,no_signature,SPHINCS+-SHA2-128s-simple,0.01700406314465941
4,10,no_signature,ECDSA-256,0.01100722155251066
4,10,no_signature,Falcon-padded-512,0.019935466134890945
4,10,no_signature,ML-DSA-44,0.013524628009278117
4,10,no_signature,ML-DSA-65,0.009633836845239552
4,10,no_signature,ML-DSA-87,0.014487260541976799
4,10,no_signature,RSA-2048,0.01515489445326812
4,10,no_signature,SPHINCS+-SHA2-128s-simple,0.02601597627130947
4,11,no_signature,ECDSA-256,0.018212607588630858
4,11,no_signature,Falcon-padded-512,0.020972981763343057
